object_id,source_id,raj2000,dej2000,j_m,k_m,u_psf,r_est,main_id,galsym,extragalsym,j_abs,jmk0,0ug,0uv,maxvar,colorscore
354759273,5835411094089870592,243.504584,-56.991134,7.195,4.9430000000000005,16.9127,6114.61081075537,WRAY 16-208,1.0,,-6.736844099077128,2.0458717,0.9980692645242932,0.09941698714166232,0.10215820474579004,-7.328585219644278
339899576,5992529686406981248,245.282321,-42.398372,9.482,8.068,14.76,7162.765917577321,WRAY 15-1461,1.0,,-4.7934037922543515,1.0326771000000017,1.4990781424993649,0.27612099999999984,,-5.008697284496998
146121072,6045084181848691456,245.840179,-27.669545,9.016,7.672999999999999,14.3328,8617.26521527658,Haro 1-2,1.0,,-5.660847297592339,1.1107701000000008,0.7606359999999998,-0.24469000000000204,,-8.048525093246298
123084085,6017382944157509760,249.10267,-39.862341,8.162,6.533,16.4453,3547.13317647424,WRAY 15-1518,1.0,,-4.5873874714295075,1.3175980000000014,1.3982544463454503,-0.07734233716175082,4.75303703703705,-5.798783285925978
400121516,5818044445289178624,251.147776,-62.62058199999999,7.325,5.979,11.7127,4582.45037651866,V* KX TrA,1.0,,-5.980488853364062,1.266704,0.5087440000000001,0.013664240708397297,,-7.227494174752849
150038236,6034584803576395648,252.834951,-26.007405,9.087,6.256,14.2083,7945.92973849761,EM* AS  210,1.0,,-5.41372360254104,2.7215549999999995,0.751241698785785,-0.34141233562902173,2.5477271600931966,-8.391994560362583
147793456,6029494923730923904,253.670995,-30.385248,9.015,7.699,15.0811,3713.42757143576,V* HK Sco,1.0,,-3.833874788178047,1.1740106000000008,1.0333640807905424,-0.542389,1.6414408244840326,-8.076293791162863
147785048,6027978628476711808,253.716542,-30.621740000000006,8.988,7.737,12.7387,8715.19776441821,V* CL Sco,1.0,,-5.713386232629403,1.1193768999999991,0.2853447240699834,-0.1840275000000009,,-8.56092276257421
145480791,6026842047072273792,254.847535,-32.2456,11.374,10.162,16.3208,12299.447925609,2MASS J16592341-3214441,1.0,,-4.0754280904317275,1.0000896999999995,0.8389889020674117,0.1766140794668343,,-7.640741541221298
150948682,5978167556310066944,256.840582,-34.087366,7.537000000000001,5.964,15.033,2382.88443724893,EM* AS  217,1.0,,-4.348514904384244,1.2554443000000013,0.7099681736801415,-0.377809000000001,3.035105526924345,-8.51844831687266
184720982,4135518250054109056,257.152394,-17.441782999999994,8.762,7.479,12.4261,4421.917408017679,V* V2523 Oph,1.0,,-4.4660531331208135,1.1345265000000004,0.19220353343745458,-0.2623978132387843,,-9.041323726922382
176838525,4113660822209255168,257.229026,-23.393477,9.605,8.347999999999999,16.3347,7484.059671854709,Hen 3-1342,1.0,,-4.765686207778232,1.0483111000000014,2.290493999999999,-0.4708199999999998,,-4.0073771312884094
152437698,5979902864926562176,258.053607,-32.629638,12.137,8.734,17.244,7346.61310300537,EM* AS  221,1.0,,-2.193435845299064,2.9443222000000007,0.8661718440757704,-0.2665020144709409,7.812117177595756,-8.129684725108945
187670454,4121623962125563776,263.57175099999995,-19.156357,8.66,7.096,15.7822,6866.89436116163,Hen 2-247,1.0,,-5.523801831759531,1.2756847,1.0724063342633539,-0.1185713009986895,,-7.183396156820327
362047200,5948983150427377536,265.270496,-47.057558,7.692,6.369,13.357,1285.03311239797,V* AE Ara,1.0,,-2.852571592991985,1.2219389000000005,0.5077717499999999,-0.14031849999999935,,-8.019849184363903
190760609,4148962253597431680,265.659532,-15.407264,10.477,9.123,14.4367,6595.5990211464205,V* UU Ser,1.0,,-3.6192712244038976,1.179011900000001,0.8120904628211467,0.18483602964405185,,-7.675607638112916
138811905,5961347541020297856,266.309281,-38.290561,9.48,7.687,17.3164,1838.40937709953,EM* AS  241,1.0,,-1.8422111326898156,1.4360441000000002,0.8597013012732025,0.0709173310916178,16.995860289393672,-7.573827072336291
138723849,5961300498162820352,266.378043,-38.662772,10.183,8.765,17.4908,7412.073447482429,WRAY 16-304,1.0,,-4.166698570826238,1.1383576999999994,1.5960892217912936,-0.4560251416212396,1.2550879743709624,-6.09525061991169
220098838,4050319567909135744,271.773059,-29.608317,9.294,8.058,16.1159,5918.4688601734,PN KFL    8,1.0,,-4.5670468346404505,1.0177708000000008,2.3549094983969265,-0.34812699999999985,,-3.407815827918599
204191857,6724477948585772800,273.595615,-42.842294,7.769,6.476,13.6794,2682.25201368481,V* Y CrA,1.0,,-4.373497900036627,1.2322064,0.5459367692169358,-0.18970422219572522,,-8.278082406415056
220721306,4046241861648385536,275.36992200000003,-31.534612,8.767999999999999,7.356,11.8548,5822.91165925545,EM* AS  302,1.0,,-5.057701006878,1.311186699999999,0.7701973333333333,0.2941840229067244,,-8.135515422323994
243665585,4079214222462345728,279.508591,-22.697692,9.289,7.954,14.7266,5010.80732836605,EM* AS  313,1.0,,-4.210538519563362,1.2080024999999999,0.5203767459744962,-0.4348674871467417,4.96300370204723,-9.058461157084839
245289254,4079981986449605376,280.636685,-21.29628,9.143,7.794,15.0706,6568.18456296995,EM* AS  316,1.0,,-4.944226738791731,1.1795460999999994,1.2026042895919418,-0.3772093212611379,0.9206275873766242,-7.185779437475087
252402998,4085984602713782784,281.982564,-20.097506,8.883,7.813,14.0585,4433.09087818851,EM* MWC  960,1.0,,-4.3505331720518825,0.9347424999999994,1.5740929513005104,-0.4955660000000002,,-6.3169129566606435
277446757,4252471412111393280,282.148663,-6.686210000000001,9.301,7.848,15.4671,4614.32963279776,EM* AS  323,1.0,,-4.0195430794382006,1.0834889000000003,0.698557139751657,-0.03751099999999852,,-7.621364739511633
243031112,4074885853134071936,283.319412,-24.382994,8.833,7.55,14.6476,8335.943252306271,EM* AS  327,1.0,,-5.771773747331147,1.0832732000000005,1.892419811390222,-0.42808621640283395,3.6253150396655247,-4.927002443321851
252946239,4086166498837182080,283.47821,-18.994606,8.687999999999999,7.666,13.5802,5421.92230050589,V* FN Sgr,1.0,,-4.982766447904993,0.9652124999999984,0.496668451985077,-0.5725004406466842,2.4013774838657063,-9.294679406644551
261341333,4088367038239816704,285.937978,-16.998720000000002,8.385,7.051,13.9758,6072.0150907040015,EM* AS  337,1.0,,-5.5316642111773495,1.2295109999999996,0.9420317306639678,-0.12363450894373311,3.1389112841218143,-7.632412860700547
284752564,4201684729502098688,289.066995,-8.29614,9.237,7.975,15.1929,7862.128352874641,[ALS88] 1,1.0,,-5.240700647999196,1.1207953000000004,1.4507915891789889,-0.39266270456157076,,-6.40824036194024
481541368,6448785024330499456,301.077232,-55.725846,7.302,4.902,11.4759,10366.9931231944,V* RR Tel,1.0,,-7.776264052260755,2.3794739000000003,-0.23928100000000185,-0.6923990000000035,,-10.043726487415583
488041159,6485077605356668032,315.0264279999999,-42.645801,8.577,7.5310000000000015,12.8988,6531.738166705451,V* DD Mic,1.0,,-5.498143835747117,1.029975599999999,1.2123760493145002,-0.30248287843648136,11.50229809304111,-6.991970848658562
446150598,5240016442258663936,167.113282,-65.788387,11.779000000000002,10.56,16.304000000000002,14693.604147593898,,1.0,,-4.056641677871394,0.9384491000000011,0.7265239999999995,-0.6949229999999993,,-9.030652515547445
